"timeStamp";"validityLeft";"validityRight";"pupilLeft";"pupilRight";"block";"trial";"cue";"event"
293287;0;0;3.35;3.3;2;66;"invalid";"baseline"
293303;0;0;3.34;3.35;2;66;"invalid";"baseline"
293320;0;0;3.38;3.31;2;66;"invalid";"baseline"
293337;0;0;3.31;3.37;2;66;"invalid";"baseline"
293353;0;0;3.35;3.3;2;66;"invalid";"baseline"
293370;0;0;3.38;3.3;2;66;"invalid";"baseline"
293387;0;0;3.35;3.43;2;66;"invalid";"baseline"
293403;0;0;3.35;3.32;2;66;"invalid";"baseline"
293420;0;0;3.38;3.37;2;66;"invalid";"baseline"
293437;0;0;3.35;3.41;2;66;"invalid";"baseline"
293453;0;0;3.34;3.37;2;66;"invalid";"baseline"
293470;0;0;3.31;3.4;2;66;"invalid";"baseline"
293486;0;0;3.35;3.34;2;66;"invalid";"baseline"
293503;0;0;3.37;3.38;2;66;"invalid";"baseline"
293520;0;0;3.46;3.37;2;66;"invalid";"baseline"
293536;0;0;3.33;3.36;2;66;"invalid";"baseline"
293553;0;0;3.33;3.4;2;66;"invalid";"baseline"
293570;0;0;3.36;3.4;2;66;"invalid";"baseline"
293586;0;0;3.32;3.34;2;66;"invalid";"baseline"
293603;0;0;3.34;3.42;2;66;"invalid";"baseline"
293620;0;0;3.33;3.4;2;66;"invalid";"baseline"
293636;0;0;3.29;3.4;2;66;"invalid";"baseline"
293653;0;0;3.3;3.37;2;66;"invalid";"baseline"
293670;0;0;3.29;3.36;2;66;"invalid";"baseline"
293686;0;0;3.33;3.36;2;66;"invalid";"baseline"
293703;0;0;3.31;3.32;2;66;"invalid";"baseline"
293720;0;0;3.33;3.31;2;66;"invalid";"baseline"
293736;0;0;3.33;3.33;2;66;"invalid";"baseline"
293753;0;0;3.33;3.34;2;66;"invalid";"baseline"
293770;0;0;3.32;3.35;2;66;"invalid";"baseline"
293786;0;0;3.33;3.34;2;66;"invalid";"baseline"
293803;0;0;3.3;3.36;2;66;"invalid";"baseline"
293820;0;0;3.29;3.36;2;66;"invalid";"baseline"
293836;0;0;3.3;3.35;2;66;"invalid";"baseline"
293853;0;0;3.35;3.34;2;66;"invalid";"baseline"
293870;0;0;3.4;3.33;2;66;"invalid";"baseline"
293886;0;0;3.34;3.32;2;66;"invalid";"baseline"
293903;0;0;3.3;3.36;2;66;"invalid";"baseline"
293920;0;0;3.32;3.35;2;66;"invalid";"baseline"
293936;0;0;3.3;3.27;2;66;"invalid";"baseline"
293953;0;0;3.32;3.36;2;66;"invalid";"baseline"
293970;0;0;3.32;3.33;2;66;"invalid";"baseline"
293986;0;0;3.31;3.36;2;66;"invalid";"baseline"
294003;0;0;3.25;3.35;2;66;"invalid";"baseline"
294019;0;0;3.26;3.35;2;66;"invalid";"baseline"
294036;0;0;3.3;3.31;2;66;"invalid";"baseline"
294053;0;0;3.31;3.29;2;66;"invalid";"baseline"
294069;0;0;3.32;3.27;2;66;"invalid";"baseline"
294086;0;0;3.36;3.27;2;66;"invalid";"baseline"
294103;0;0;3.3;3.27;2;66;"invalid";"baseline"
294119;0;0;3.3;3.27;2;66;"invalid";"baseline"
294136;0;0;3.31;3.31;2;66;"invalid";"baseline"
294153;0;0;3.31;3.29;2;66;"invalid";"baseline"
294169;0;0;3.33;3.3;2;66;"invalid";"baseline"
294186;0;0;3.33;3.28;2;66;"invalid";"baseline"
294203;0;0;3.29;3.25;2;66;"invalid";"baseline"
294219;0;0;3.24;3.24;2;66;"invalid";"cue"
294236;0;0;3.32;3.31;2;66;"invalid";"cue"
294253;0;0;3.34;3.33;2;66;"invalid";"cue"
294269;0;0;3.44;3.35;2;66;"invalid";"cue"
294286;0;0;3.34;3.39;2;66;"invalid";"cue"
294303;0;0;3.35;3.36;2;66;"invalid";"cue"
294319;0;0;3.33;3.39;2;66;"invalid";"cue"
294336;0;0;3.32;3.34;2;66;"invalid";"cue"
294353;0;0;3.37;3.39;2;66;"invalid";"cue"
294369;0;0;3.37;3.39;2;66;"invalid";"cue"
294386;0;0;3.35;3.36;2;66;"invalid";"cue"
294403;0;0;3.34;3.34;2;66;"invalid";"cue"
294419;0;0;3.34;3.32;2;66;"invalid";"cue"
294436;0;0;3.35;3.35;2;66;"invalid";"cue"
294453;0;0;3.32;3.33;2;66;"invalid";"cue"
294469;0;0;3.35;3.34;2;66;"invalid";"cue"
294486;0;0;3.31;3.37;2;66;"invalid";"cue"
294503;0;0;3.36;3.39;2;66;"invalid";"cue"
294519;0;0;3.39;3.41;2;66;"invalid";"cue"
294536;0;0;3.38;3.44;2;66;"invalid";"cue"
294552;0;0;3.33;3.55;2;66;"invalid";"cue"
294569;0;0;3.37;3.58;2;66;"invalid";"cue"
294586;0;0;3.32;3.36;2;66;"invalid";"cue"
294602;0;0;3.36;3.38;2;66;"invalid";"cue"
294619;0;0;3.38;3.41;2;66;"invalid";"target"
294636;0;0;3.35;3.45;2;66;"invalid";"target"
294652;0;0;3.35;3.4;2;66;"invalid";"target"
294669;0;0;3.33;3.43;2;66;"invalid";"target"
294686;0;0;3.3;3.39;2;66;"invalid";"target"
294702;0;0;3.3;3.33;2;66;"invalid";"target"
294719;0;0;3.28;3.32;2;66;"invalid";"target"
294736;0;0;3.33;3.36;2;66;"invalid";"target"
294752;0;0;3.31;3.38;2;66;"invalid";"target"
294769;0;0;3.25;3.39;2;66;"invalid";"target"
294786;0;0;3.29;3.41;2;66;"invalid";"target"
294802;0;0;3.31;3.39;2;66;"invalid";"target"
294819;0;0;3.24;3.41;2;66;"invalid";"target"
294836;0;0;3.28;3.41;2;66;"invalid";"target"
294852;0;0;3.31;3.48;2;66;"invalid";"target"
294869;0;0;3.26;3.33;2;66;"invalid";"target"
294885;0;0;3.32;3.43;2;66;"invalid";"target"
294902;0;0;3.36;3.42;2;66;"invalid";"target"
294919;0;0;3.26;3.39;2;66;"invalid";"target"
294935;0;0;3.3;3.41;2;66;"invalid";"target"
294952;0;0;3.31;3.44;2;66;"invalid";"target"
294969;0;0;3.27;3.42;2;66;"invalid";"target"
294985;0;0;3.32;3.41;2;66;"invalid";"target"
295002;0;0;3.26;3.47;2;66;"invalid";"target"
295019;0;0;3.32;3.38;2;66;"invalid";"target"
295035;0;0;3.32;3.46;2;66;"invalid";"target"
295052;0;0;3.25;3.43;2;66;"invalid";"target"
295069;0;0;3.33;3.39;2;66;"invalid";"target"
295085;0;0;3.35;3.42;2;66;"invalid";"target"
295102;0;0;2.95;3.28;2;66;"invalid";"target"
295119;0;0;3.12;3.16;2;66;"invalid";"target"
295135;4;4;NA;NA;2;66;"invalid";"target"
295152;4;0;NA;2.77;2;66;"invalid";"target"
295169;4;0;NA;3.18;2;66;"invalid";"target"
295185;4;0;NA;3.05;2;66;"invalid";"target"
295202;0;0;3.15;3.26;2;66;"invalid";"target"
295219;0;0;2.75;3.32;2;66;"invalid";"target"
295235;4;0;NA;3.49;2;66;"invalid";"target"
295252;0;0;2.95;3.36;2;66;"invalid";"target"
295269;0;0;3.02;3.31;2;66;"invalid";"target"
295285;0;0;3.09;3.36;2;66;"invalid";"target"
295302;0;0;3.16;3.41;2;66;"invalid";"target"
295319;0;0;3.1;3.45;2;66;"invalid";"target"
295335;0;0;3.16;3.5;2;66;"invalid";"target"
295352;0;0;3.24;3.5;2;66;"invalid";"target"
295369;0;0;3.22;3.48;2;66;"invalid";"target"
295385;0;0;3.27;3.5;2;66;"invalid";"target"
295402;0;0;3.31;3.34;2;66;"invalid";"target"
295418;0;0;3.39;3.41;2;66;"invalid";"target"
295435;0;0;3.46;3.36;2;66;"invalid";"target"
295452;0;0;3.37;3.29;2;66;"invalid";"target"
295468;0;0;3.3;3.37;2;66;"invalid";"target"
295485;0;0;3.23;3.33;2;66;"invalid";"target"
295502;0;0;3.26;3.19;2;66;"invalid";"target"
295518;0;0;3.21;3.21;2;66;"invalid";"target"
295535;0;0;3.19;3.24;2;66;"invalid";"target"
295552;0;0;3.22;3.22;2;66;"invalid";"target"
295568;0;0;3.28;3.2;2;66;"invalid";"target"
295585;0;0;3.32;3.2;2;66;"invalid";"target"
295602;0;0;3.24;3.24;2;66;"invalid";"target"
295618;0;0;3.31;3.29;2;66;"invalid";"target"
295635;0;0;3.34;3.31;2;66;"invalid";"target"
295652;0;0;3.3;3.15;2;66;"invalid";"target"
295668;0;0;3.28;3.26;2;66;"invalid";"target"
295685;0;0;3.26;3.21;2;66;"invalid";"target"
295702;0;0;3.27;3.26;2;66;"invalid";"target"
295718;0;0;3.28;3.31;2;66;"invalid";"target"
295735;0;0;3.27;3.31;2;66;"invalid";"target"
295752;0;0;3.31;3.26;2;66;"invalid";"target"
295768;0;0;3.31;3.32;2;66;"invalid";"target"
295785;0;0;3.38;3.3;2;66;"invalid";"target"
295802;0;0;3.32;3.3;2;66;"invalid";"target"
295818;0;0;3.36;3.3;2;66;"invalid";"target"
295835;0;0;3.36;3.29;2;66;"invalid";"target"
295852;0;0;3.35;3.3;2;66;"invalid";"target"
295868;0;0;3.32;3.3;2;66;"invalid";"target"
295885;0;0;3.33;3.3;2;66;"invalid";"target"
295902;0;0;3.34;3.37;2;66;"invalid";"target"
295918;0;0;3.37;3.34;2;66;"invalid";"target"
295935;0;0;3.35;3.36;2;66;"invalid";"target"
295951;0;0;3.39;3.38;2;66;"invalid";"target"
295968;0;0;3.35;3.36;2;66;"invalid";"target"
295985;0;0;3.35;3.38;2;66;"invalid";"target"
296001;0;0;3.4;3.35;2;66;"invalid";"target"
296018;0;0;3.4;3.36;2;66;"invalid";"target"
296035;0;0;3.45;3.35;2;66;"invalid";"target"
296051;0;0;3.38;3.3;2;66;"invalid";"target"
296068;0;0;3.35;3.25;2;66;"invalid";"target"
296085;0;0;3.37;3.22;2;66;"invalid";"target"
296101;0;0;3.35;3.36;2;66;"invalid";"target"
296118;0;0;3.36;3.35;2;66;"invalid";"target"
296135;0;0;3.37;3.34;2;66;"invalid";"target"
296151;0;0;3.38;3.35;2;66;"invalid";"target"
296168;0;0;3.37;3.34;2;66;"invalid";"target"
296185;0;0;3.4;3.34;2;66;"invalid";"target"
296201;0;0;3.39;3.37;2;66;"invalid";"target"
296218;0;0;3.37;3.43;2;66;"invalid";"target"
296235;0;0;3.36;3.46;2;66;"invalid";"target"
296251;0;0;3.41;3.35;2;66;"invalid";"target"
296268;0;0;3.34;3.29;2;66;"invalid";"target"
296284;0;0;3.34;3.25;2;66;"invalid";"target"
296301;0;0;3.38;3.42;2;66;"invalid";"target"
296318;0;0;3.37;3.35;2;66;"invalid";"target"
296334;0;0;3.4;3.4;2;66;"invalid";"target"
296351;0;0;3.36;3.38;2;66;"invalid";"target"
296368;0;0;3.34;3.41;2;66;"invalid";"target"
296384;0;0;3.33;3.42;2;66;"invalid";"target"
296401;0;0;3.4;3.34;2;66;"invalid";"target"
296418;0;0;3.3;3.33;2;66;"invalid";"target"
296434;0;0;3.36;3.31;2;66;"invalid";"target"
296451;0;0;3.36;3.34;2;66;"invalid";"target"
296468;0;0;3.34;3.36;2;66;"invalid";"target"
296484;0;0;3.34;3.37;2;66;"invalid";"target"
296501;0;0;3.29;3.25;2;66;"invalid";"target"
296518;0;0;3.29;3.36;2;66;"invalid";"target"
296534;0;0;3.31;3.32;2;66;"invalid";"target"
296551;0;0;3.35;3.32;2;66;"invalid";"target"
296568;0;0;3.31;3.38;2;66;"invalid";"target"
296584;0;0;3.31;3.37;2;66;"invalid";"target"
296601;0;0;3.32;3.32;2;66;"invalid";"target"
296618;0;0;3.3;3.33;2;67;"valid";"baseline"
296634;0;0;3.31;3.31;2;67;"valid";"baseline"
296651;0;0;3.18;3.24;2;67;"valid";"baseline"
296668;0;0;3.25;3.25;2;67;"valid";"baseline"
296684;0;0;3.24;3.26;2;67;"valid";"baseline"
296701;0;0;3.32;3.38;2;67;"valid";"baseline"
296718;0;0;3.32;3.34;2;67;"valid";"baseline"
296734;0;0;3.2;3.39;2;67;"valid";"baseline"
296751;0;0;3.24;3.33;2;67;"valid";"baseline"
296768;0;0;3.25;3.43;2;67;"valid";"baseline"
296784;0;0;3.2;3.43;2;67;"valid";"baseline"
296801;0;0;3.21;3.35;2;67;"valid";"baseline"
296817;0;0;3.25;3.37;2;67;"valid";"baseline"
296834;0;0;3.16;3.47;2;67;"valid";"baseline"
296851;0;0;3.24;3.3;2;67;"valid";"baseline"
296867;0;0;3.24;3.26;2;67;"valid";"baseline"
296884;0;0;3.14;3.26;2;67;"valid";"baseline"
296901;0;0;3.27;3.35;2;67;"valid";"baseline"
296917;0;0;3.22;3.35;2;67;"valid";"baseline"
296934;0;0;3.16;3.36;2;67;"valid";"baseline"
296951;0;0;3.21;3.35;2;67;"valid";"baseline"
296967;0;0;3.22;3.35;2;67;"valid";"baseline"
296984;0;0;3.19;3.35;2;67;"valid";"baseline"
297001;0;0;3.21;3.31;2;67;"valid";"baseline"
297017;0;0;3.22;3.33;2;67;"valid";"baseline"
297034;0;0;3.15;3.31;2;67;"valid";"baseline"
297051;0;0;3.25;3.38;2;67;"valid";"baseline"
297067;0;0;3.28;3.28;2;67;"valid";"baseline"
297084;0;0;3.26;3.29;2;67;"valid";"baseline"
297101;0;0;3.26;3.31;2;67;"valid";"baseline"
297117;0;0;3.17;3.37;2;67;"valid";"baseline"
297134;0;0;3.13;3.39;2;67;"valid";"baseline"
297151;0;0;3.2;3.32;2;67;"valid";"baseline"
297167;0;0;3.24;3.28;2;67;"valid";"baseline"
297184;0;0;3.26;3.25;2;67;"valid";"baseline"
297201;0;0;3.24;3.25;2;67;"valid";"baseline"
297217;0;0;3.2;3.29;2;67;"valid";"baseline"
297234;0;0;3.23;3.29;2;67;"valid";"baseline"
297251;0;0;3.24;3.2;2;67;"valid";"baseline"
297267;0;0;3.24;3.3;2;67;"valid";"baseline"
297284;0;0;3.19;3.27;2;67;"valid";"baseline"
297301;0;0;3.23;3.32;2;67;"valid";"baseline"
297317;0;0;3.26;3.22;2;67;"valid";"baseline"
297334;0;0;3.22;3.21;2;67;"valid";"baseline"
297350;0;0;3.22;3.27;2;67;"valid";"baseline"
297367;0;0;3.24;3.29;2;67;"valid";"baseline"
297384;0;0;3.26;3.31;2;67;"valid";"baseline"
297400;0;0;3.26;3.28;2;67;"valid";"baseline"
297417;0;0;3.27;3.3;2;67;"valid";"baseline"
297434;0;0;3.31;3.3;2;67;"valid";"baseline"
297450;0;0;3.23;3.25;2;67;"valid";"baseline"
297467;0;0;3.27;3.39;2;67;"valid";"baseline"
297484;0;0;3.25;3.38;2;67;"valid";"baseline"
297500;0;0;3.28;3.34;2;67;"valid";"baseline"
297517;0;0;3.3;3.36;2;67;"valid";"baseline"
297534;0;0;3.32;3.34;2;67;"valid";"baseline"
297550;0;0;3.33;3.31;2;67;"valid";"baseline"
297567;0;0;3.31;3.36;2;67;"valid";"baseline"
297584;0;0;3.34;3.35;2;67;"valid";"baseline"
297600;0;0;3.32;3.32;2;67;"valid";"baseline"
297617;0;0;3.31;3.28;2;67;"valid";"baseline"
297634;0;0;3.3;3.25;2;67;"valid";"baseline"
297650;0;0;3.31;3.3;2;67;"valid";"baseline"
297667;0;0;3.34;3.29;2;67;"valid";"baseline"
297684;0;0;3.38;3.3;2;67;"valid";"baseline"
297700;0;0;3.34;3.34;2;67;"valid";"baseline"
297717;0;0;3.35;3.3;2;67;"valid";"baseline"
297734;0;0;3.36;3.32;2;67;"valid";"baseline"
297750;0;0;3.4;3.43;2;67;"valid";"baseline"
297767;0;0;3.36;3.46;2;67;"valid";"baseline"
297784;0;0;3.4;3.48;2;67;"valid";"baseline"
297800;0;0;3.41;3.4;2;67;"valid";"baseline"
297817;0;0;3.4;3.4;2;67;"valid";"baseline"
297834;0;0;3.43;3.4;2;67;"valid";"baseline"
297850;0;0;3.4;3.46;2;67;"valid";"baseline"
297867;0;0;3.43;3.43;2;67;"valid";"baseline"
297883;0;0;3.38;3.46;2;67;"valid";"baseline"
297900;0;0;3.44;3.43;2;67;"valid";"baseline"
297917;0;0;3.44;3.45;2;67;"valid";"baseline"
297933;0;0;3.42;3.45;2;67;"valid";"baseline"
297950;0;0;3.48;3.36;2;67;"valid";"baseline"
297967;0;0;3.46;3.43;2;67;"valid";"baseline"
297983;0;0;3.47;3.39;2;67;"valid";"baseline"
298000;0;0;3.44;3.53;2;67;"valid";"baseline"
298017;0;0;3.4;3.49;2;67;"valid";"baseline"
298033;0;0;3.36;3.53;2;67;"valid";"baseline"
298050;0;0;3.46;3.52;2;67;"valid";"baseline"
298067;0;0;3.43;3.52;2;67;"valid";"baseline"
298083;0;0;3.47;3.52;2;67;"valid";"baseline"
298100;0;0;3.43;3.51;2;67;"valid";"baseline"
298117;0;0;3.48;3.52;2;67;"valid";"cue"
298133;0;0;3.54;3.51;2;67;"valid";"cue"
298150;0;0;3.43;3.52;2;67;"valid";"cue"
298167;0;0;3.49;3.55;2;67;"valid";"cue"
298183;0;0;3.5;3.55;2;67;"valid";"cue"
298200;0;0;3.46;3.59;2;67;"valid";"cue"
298216;0;0;3.45;3.56;2;67;"valid";"cue"
298233;0;0;3.47;3.58;2;67;"valid";"cue"
298250;0;0;3.46;3.52;2;67;"valid";"cue"
298266;0;0;3.5;3.5;2;67;"valid";"cue"
298283;0;0;3.49;3.49;2;67;"valid";"cue"
298300;0;0;3.5;3.53;2;67;"valid";"cue"
298316;0;0;3.43;3.52;2;67;"valid";"cue"
298333;0;0;3.4;3.53;2;67;"valid";"cue"
298350;0;0;3.52;3.53;2;67;"valid";"cue"
298366;0;0;3.5;3.54;2;67;"valid";"target"
298383;0;0;3.5;3.55;2;67;"valid";"target"
298400;0;0;3.51;3.57;2;67;"valid";"target"
298416;0;0;3.45;3.55;2;67;"valid";"target"
298433;0;0;3.43;3.56;2;67;"valid";"target"
298450;0;0;3.47;3.59;2;67;"valid";"target"
298466;0;0;3.36;3.45;2;67;"valid";"target"
298583;0;0;3.48;3.57;2;67;"valid";"target"
298600;0;0;3.47;3.56;2;67;"valid";"target"
298616;0;0;3.51;3.42;2;67;"valid";"target"
298633;0;0;3.47;3.47;2;67;"valid";"target"
298650;0;0;3.51;3.52;2;67;"valid";"target"
298666;0;0;3.4;3.47;2;67;"valid";"target"
298683;0;0;3.41;3.42;2;67;"valid";"target"
298700;0;0;3.47;3.43;2;67;"valid";"target"
298716;0;0;3.43;3.4;2;67;"valid";"target"
298733;0;0;3.41;3.43;2;67;"valid";"target"
298749;0;0;3.5;3.43;2;67;"valid";"target"
298766;0;0;3.43;3.37;2;67;"valid";"target"
298783;0;0;3.39;3.36;2;67;"valid";"target"
298799;0;0;3.43;3.22;2;67;"valid";"target"
298816;0;0;3.44;3.41;2;67;"valid";"target"
298833;0;0;3.39;3.36;2;67;"valid";"target"
298849;0;0;3.4;3.34;2;67;"valid";"target"
298866;0;0;3.4;3.41;2;67;"valid";"target"
298883;0;0;3.36;3.42;2;67;"valid";"target"
298899;0;0;3.4;3.43;2;67;"valid";"target"
298916;0;0;3.39;3.37;2;67;"valid";"target"
298933;0;0;3.36;3.33;2;67;"valid";"target"
298949;0;0;3.4;3.3;2;67;"valid";"target"
298966;0;0;3.43;3.42;2;67;"valid";"target"
298983;0;0;3.33;3.39;2;67;"valid";"target"
298999;0;0;3.45;3.25;2;67;"valid";"target"
299016;0;0;3.37;3.42;2;67;"valid";"target"
299033;0;0;3.38;3.42;2;67;"valid";"target"
299049;0;0;3.38;3.42;2;67;"valid";"target"
299066;0;0;3.42;3.37;2;67;"valid";"target"
299083;0;0;3.37;3.37;2;67;"valid";"target"
299099;0;0;3.38;3.37;2;67;"valid";"target"
299116;0;0;3.39;3.4;2;67;"valid";"target"
299133;0;0;3.37;3.39;2;67;"valid";"target"
299149;0;0;3.45;3.4;2;67;"valid";"target"
299166;0;0;3.39;3.38;2;67;"valid";"target"
299183;0;0;3.4;3.37;2;67;"valid";"target"
299199;0;0;3.41;3.33;2;67;"valid";"target"
299216;0;0;3.41;3.37;2;67;"valid";"target"
299233;0;0;3.37;3.4;2;67;"valid";"target"
299249;0;0;3.46;3.29;2;67;"valid";"target"
299266;0;0;3.41;3.41;2;67;"valid";"target"
299282;0;0;3.38;3.41;2;67;"valid";"target"
299299;0;0;3.39;3.42;2;67;"valid";"target"
299316;0;0;3.38;3.45;2;67;"valid";"target"
299332;0;0;3.36;3.46;2;67;"valid";"target"
299349;0;0;3.41;3.48;2;67;"valid";"target"
299366;0;0;3.36;3.43;2;67;"valid";"target"
299382;0;0;3.37;3.43;2;67;"valid";"target"
299399;0;0;3.36;3.32;2;67;"valid";"target"
299416;0;0;3.37;3.43;2;67;"valid";"target"
299432;0;0;3.35;3.42;2;67;"valid";"target"
299449;0;0;3.44;3.39;2;67;"valid";"target"
299466;0;0;3.32;3.39;2;67;"valid";"target"
299482;0;0;3.33;3.37;2;67;"valid";"target"
299499;0;0;3.33;3.36;2;67;"valid";"target"
299516;0;0;3.31;3.35;2;67;"valid";"target"
299532;0;0;3.26;3.28;2;67;"valid";"target"
299549;0;0;3.34;3.28;2;67;"valid";"target"
299566;0;0;3.27;3.3;2;67;"valid";"target"
299582;0;0;3.22;3.27;2;67;"valid";"target"
299599;0;0;3.25;3.21;2;67;"valid";"target"
299616;0;0;3.2;3.3;2;67;"valid";"target"
299632;0;0;3.2;3.3;2;67;"valid";"target"
299649;0;0;3.25;3.29;2;67;"valid";"target"
299666;0;0;3.18;3.23;2;67;"valid";"target"
299682;0;0;3.15;3.27;2;67;"valid";"target"
299699;0;0;3.21;3.05;2;67;"valid";"target"
299716;0;0;3.21;3.15;2;67;"valid";"target"
299732;0;0;3.18;3.13;2;67;"valid";"target"
299749;0;0;3.16;3.09;2;67;"valid";"target"
299766;0;0;3.02;3.09;2;67;"valid";"target"
299782;0;0;3.09;3.21;2;67;"valid";"target"
299799;0;0;3.06;3.17;2;67;"valid";"target"
299815;0;0;3.18;3.11;2;67;"valid";"target"
299832;0;0;3.02;3.14;2;67;"valid";"target"
299849;0;0;3.04;3.17;2;67;"valid";"target"
299865;0;0;3.06;3.08;2;67;"valid";"target"
299882;0;0;3.04;3.17;2;67;"valid";"target"
299899;0;0;3.06;3.15;2;67;"valid";"target"
299915;0;0;3.13;3.09;2;67;"valid";"target"
299932;0;0;3.12;3.11;2;67;"valid";"target"
299949;0;0;3.03;3.15;2;67;"valid";"target"
299965;0;0;3.01;3.08;2;67;"valid";"target"
299982;0;0;3.1;3.08;2;67;"valid";"target"
299999;0;0;3.01;3.03;2;67;"valid";"target"
300015;0;0;3.02;3.08;2;67;"valid";"target"
300032;0;0;3.06;3.01;2;67;"valid";"target"
300049;0;0;3.04;3;2;67;"valid";"target"
300065;0;0;3.1;3.04;2;67;"valid";"target"
300082;0;0;3.03;3.01;2;67;"valid";"target"
300099;0;0;3.09;3.01;2;67;"valid";"target"
300115;0;0;3.04;2.89;2;67;"valid";"target"
300132;0;0;3.08;3.01;2;67;"valid";"target"
300148;0;0;3.06;3.07;2;67;"valid";"target"
300165;0;0;3.02;3.1;2;67;"valid";"target"
300182;0;0;3.03;3.06;2;67;"valid";"target"
300198;0;0;3.06;3.02;2;67;"valid";"target"
300215;0;0;3.04;3.07;2;67;"valid";"target"
300232;0;0;3.03;3.05;2;67;"valid";"target"
300248;0;0;3.07;3.11;2;67;"valid";"target"
300265;0;0;3.09;3.14;2;67;"valid";"target"
300282;0;0;3.1;3.06;2;67;"valid";"target"
300298;0;0;3.03;3.11;2;67;"valid";"target"
300315;0;0;3.04;3.06;2;67;"valid";"target"
300332;0;0;3.05;3.15;2;67;"valid";"target"
300348;0;0;2.99;3.11;2;67;"valid";"target"
300365;0;0;3.13;3.16;2;68;"valid";"baseline"
300382;0;0;3.08;3.13;2;68;"valid";"baseline"
300398;0;0;3.13;3.1;2;68;"valid";"baseline"
300415;0;0;3.05;3.17;2;68;"valid";"baseline"
300432;0;0;3.03;3.26;2;68;"valid";"baseline"
300448;0;0;3.09;3.15;2;68;"valid";"baseline"
300465;0;0;3.06;3.15;2;68;"valid";"baseline"
300482;0;0;3.11;3.07;2;68;"valid";"baseline"
300498;0;0;3.11;3.22;2;68;"valid";"baseline"
300515;0;0;3.11;3.11;2;68;"valid";"baseline"
300532;0;0;3.03;3.2;2;68;"valid";"baseline"
300548;0;0;3.03;3.22;2;68;"valid";"baseline"
300565;0;0;3.07;3.08;2;68;"valid";"baseline"
300582;0;0;3.02;3.18;2;68;"valid";"baseline"
300598;0;0;3.09;3.14;2;68;"valid";"baseline"
300615;0;0;3.08;3.1;2;68;"valid";"baseline"
300632;0;0;3.04;3.14;2;68;"valid";"baseline"
300648;0;0;3.05;3.13;2;68;"valid";"baseline"
300665;0;0;3.02;3.12;2;68;"valid";"baseline"
300681;4;4;NA;NA;2;68;"valid";"baseline"
300698;0;0;2.99;3.15;2;68;"valid";"baseline"
300715;0;0;3.03;3.14;2;68;"valid";"baseline"
300731;0;0;3.03;3.14;2;68;"valid";"baseline"
300748;0;0;3.02;3.15;2;68;"valid";"baseline"
300765;0;0;3;3.14;2;68;"valid";"baseline"
300781;0;0;2.98;3.14;2;68;"valid";"baseline"
300798;0;0;3.02;3.08;2;68;"valid";"baseline"
300815;0;0;2.98;3.18;2;68;"valid";"baseline"
300831;0;0;2.96;3.16;2;68;"valid";"baseline"
300848;0;0;3.04;3.25;2;68;"valid";"baseline"
300865;0;0;3.01;3.23;2;68;"valid";"baseline"
300881;0;0;2.98;3.22;2;68;"valid";"baseline"
300898;0;0;3.01;3.2;2;68;"valid";"baseline"
300915;0;0;3.02;3.18;2;68;"valid";"baseline"
300931;0;0;3.04;3.16;2;68;"valid";"baseline"
300948;0;0;3.04;3.22;2;68;"valid";"baseline"
300965;0;0;3.02;3.28;2;68;"valid";"baseline"
300981;0;0;3.04;3.3;2;68;"valid";"baseline"
300998;0;0;2.93;3.11;2;68;"valid";"baseline"
301214;4;0;NA;3.1;2;68;"valid";"baseline"
301231;4;0;NA;3.1;2;68;"valid";"baseline"
301248;4;4;NA;NA;2;68;"valid";"baseline"
301264;0;0;3.23;3.26;2;68;"valid";"baseline"
301281;0;0;3.19;3.33;2;68;"valid";"baseline"
301298;0;0;3.18;3.33;2;68;"valid";"baseline"
301314;0;0;3.2;3.6;2;68;"valid";"baseline"
301331;0;0;3.2;3.55;2;68;"valid";"baseline"
301348;0;0;3.21;3.51;2;68;"valid";"baseline"
301364;0;0;3.2;3.36;2;68;"valid";"baseline"
301381;0;0;3.2;3.68;2;68;"valid";"baseline"
301398;0;0;3.19;3.63;2;68;"valid";"baseline"
301414;0;0;3.21;3.46;2;68;"valid";"baseline"
301431;0;0;3.24;3.32;2;68;"valid";"baseline"
301448;0;0;3.26;3.21;2;68;"valid";"baseline"
301464;0;0;3.24;3.53;2;68;"valid";"baseline"
301481;0;0;3.25;3.47;2;68;"valid";"baseline"
301498;0;0;3.31;3.56;2;68;"valid";"baseline"
301514;0;0;3.27;3.32;2;68;"valid";"baseline"
301531;0;0;3.3;3.39;2;68;"valid";"baseline"
301548;0;0;3.28;3.34;2;68;"valid";"baseline"
301564;0;0;3.29;3.52;2;68;"valid";"baseline"
301581;0;0;3.3;3.39;2;68;"valid";"baseline"
301597;0;0;3.31;3.43;2;68;"valid";"baseline"
301614;0;0;3.33;3.35;2;68;"valid";"baseline"
301631;0;0;3.33;3.42;2;68;"valid";"baseline"
301647;0;0;3.36;3.41;2;68;"valid";"baseline"
301664;0;0;3.3;3.43;2;68;"valid";"baseline"
301681;0;0;3.35;3.51;2;68;"valid";"baseline"
301697;0;0;3.35;3.52;2;68;"valid";"baseline"
301714;0;0;3.39;3.41;2;68;"valid";"baseline"
301731;0;0;3.42;3.43;2;68;"valid";"baseline"
301747;0;0;3.41;3.46;2;68;"valid";"baseline"
301764;0;0;3.39;3.5;2;68;"valid";"baseline"
