"timeStamp";"validityLeft";"validityRight";"pupilLeft";"pupilRight";"block";"trial";"cue";"event"
36365;0;0;3.35;3.45;1;1;"valid";"baseline"
36382;0;0;3.36;3.4;1;1;"valid";"baseline"
36399;0;0;3.42;3.42;1;1;"valid";"baseline"
36415;0;0;3.38;3.45;1;1;"valid";"baseline"
36432;0;0;3.35;3.48;1;1;"valid";"baseline"
36449;0;0;3.3;3.39;1;1;"valid";"baseline"
36465;0;0;3.32;3.36;1;1;"valid";"baseline"
36482;0;0;3.35;3.38;1;1;"valid";"baseline"
36498;0;0;3.28;3.35;1;1;"valid";"baseline"
36515;0;0;3.33;3.44;1;1;"valid";"baseline"
36532;0;0;3.3;3.42;1;1;"valid";"baseline"
36548;0;0;3.36;3.41;1;1;"valid";"baseline"
36565;0;0;3.36;3.38;1;1;"valid";"baseline"
36582;0;0;3.29;3.42;1;1;"valid";"baseline"
36598;0;0;3.35;3.39;1;1;"valid";"baseline"
36615;0;0;3.31;3.37;1;1;"valid";"baseline"
36632;0;0;3.38;3.4;1;1;"valid";"baseline"
36648;0;0;3.39;3.4;1;1;"valid";"baseline"
36665;0;0;3.4;3.39;1;1;"valid";"baseline"
36682;0;0;3.4;3.44;1;1;"valid";"baseline"
36698;0;0;3.43;3.4;1;1;"valid";"baseline"
36715;0;0;3.49;3.31;1;1;"valid";"baseline"
36732;0;0;3.69;3.41;1;1;"valid";"baseline"
36748;4;4;NA;NA;1;1;"valid";"baseline"
36765;0;0;3.41;3.42;1;1;"valid";"baseline"
36782;0;0;3.4;3.43;1;1;"valid";"baseline"
36798;0;0;3.4;3.36;1;1;"valid";"baseline"
36815;0;0;3.4;3.39;1;1;"valid";"baseline"
36831;0;0;3.41;3.39;1;1;"valid";"baseline"
36848;0;0;3.35;3.32;1;1;"valid";"baseline"
36998;0;0;3.52;3.55;1;1;"valid";"baseline"
37015;0;0;3.9;3.76;1;1;"valid";"baseline"
37031;0;0;4.13;3.81;1;1;"valid";"baseline"
37048;4;4;NA;NA;1;1;"valid";"baseline"
37065;0;0;3.46;3.45;1;1;"valid";"baseline"
37081;0;0;3.39;3.46;1;1;"valid";"baseline"
37098;0;0;3.39;3.44;1;1;"valid";"baseline"
37115;0;0;3.42;3.44;1;1;"valid";"baseline"
37131;0;0;3.42;3.41;1;1;"valid";"baseline"
37148;0;0;3.43;3.49;1;1;"valid";"baseline"
37165;0;0;3.42;3.52;1;1;"valid";"baseline"
37181;0;0;3.44;3.48;1;1;"valid";"baseline"
37198;0;0;3.46;3.49;1;1;"valid";"baseline"
37215;0;0;3.45;3.44;1;1;"valid";"baseline"
37231;0;0;3.45;3.46;1;1;"valid";"baseline"
37248;0;0;3.44;3.45;1;1;"valid";"baseline"
37265;0;0;3.44;3.44;1;1;"valid";"baseline"
37281;0;0;3.46;3.46;1;1;"valid";"baseline"
37298;0;0;3.45;3.47;1;1;"valid";"baseline"
37315;0;0;3.47;3.48;1;1;"valid";"baseline"
37331;0;0;3.47;3.48;1;1;"valid";"baseline"
37348;0;0;3.47;3.5;1;1;"valid";"baseline"
37364;0;0;3.46;3.48;1;1;"valid";"baseline"
37381;0;0;3.46;3.48;1;1;"valid";"baseline"
37398;0;0;3.48;3.51;1;1;"valid";"baseline"
37414;0;0;3.45;3.46;1;1;"valid";"baseline"
37431;0;0;3.45;3.48;1;1;"valid";"baseline"
37448;0;0;3.45;3.45;1;1;"valid";"baseline"
37464;0;0;3.48;3.46;1;1;"valid";"baseline"
37481;0;0;3.43;3.43;1;1;"valid";"baseline"
37498;0;0;3.46;3.45;1;1;"valid";"baseline"
37514;0;0;3.45;3.5;1;1;"valid";"baseline"
37531;0;0;3.46;3.49;1;1;"valid";"baseline"
37548;0;0;3.44;3.41;1;1;"valid";"baseline"
37564;0;0;3.41;3.47;1;1;"valid";"baseline"
37581;0;0;3.51;3.44;1;1;"valid";"baseline"
37598;0;0;3.5;3.49;1;1;"valid";"baseline"
37614;0;0;3.43;3.45;1;1;"valid";"baseline"
37631;0;0;3.43;3.47;1;1;"valid";"baseline"
37648;0;0;3.46;3.43;1;1;"valid";"baseline"
37664;0;0;3.46;3.44;1;1;"valid";"baseline"
37681;0;0;3.43;3.48;1;1;"valid";"baseline"
37698;0;0;3.44;3.5;1;1;"valid";"baseline"
37714;0;0;3.44;3.46;1;1;"valid";"baseline"
37731;0;0;3.46;3.45;1;1;"valid";"baseline"
37748;0;0;3.43;3.45;1;1;"valid";"baseline"
37764;0;0;3.41;3.42;1;1;"valid";"baseline"
37781;0;0;3.4;3.39;1;1;"valid";"baseline"
37798;0;0;3.44;3.42;1;1;"valid";"baseline"
37814;0;0;3.47;3.4;1;1;"valid";"baseline"
37831;0;0;3.46;3.42;1;1;"valid";"baseline"
37848;0;0;3.4;3.5;1;1;"valid";"baseline"
37864;0;0;3.44;3.44;1;1;"valid";"cue"
37881;0;0;3.43;3.39;1;1;"valid";"cue"
37897;0;0;3.41;3.44;1;1;"valid";"cue"
37914;0;0;3.41;3.45;1;1;"valid";"cue"
37931;0;0;3.43;3.44;1;1;"valid";"cue"
37947;0;0;3.44;3.43;1;1;"valid";"cue"
37964;0;0;3.4;3.44;1;1;"valid";"cue"
37981;0;0;3.44;3.47;1;1;"valid";"cue"
37997;0;0;3.43;3.47;1;1;"valid";"cue"
38014;0;0;3.41;3.42;1;1;"valid";"cue"
38031;0;0;3.41;3.42;1;1;"valid";"cue"
38047;0;0;3.4;3.42;1;1;"valid";"cue"
38064;0;0;3.38;3.42;1;1;"valid";"cue"
38081;0;0;3.42;3.41;1;1;"valid";"cue"
38097;0;0;3.38;3.44;1;1;"valid";"cue"
38114;0;0;3.44;3.4;1;1;"valid";"target"
38131;0;0;3.39;3.42;1;1;"valid";"target"
38147;0;0;3.38;3.43;1;1;"valid";"target"
38164;0;0;3.4;3.44;1;1;"valid";"target"
38181;0;0;3.38;3.43;1;1;"valid";"target"
38197;0;0;3.38;3.41;1;1;"valid";"target"
38214;0;0;3.4;3.43;1;1;"valid";"target"
38231;0;0;3.39;3.37;1;1;"valid";"target"
38247;0;0;3.38;3.38;1;1;"valid";"target"
38264;0;0;3.37;3.35;1;1;"valid";"target"
38281;0;0;3.34;3.36;1;1;"valid";"target"
38297;0;0;3.32;3.29;1;1;"valid";"target"
38314;0;0;3.31;3.27;1;1;"valid";"target"
38331;0;0;3.29;3.31;1;1;"valid";"target"
38347;0;0;3.25;3.26;1;1;"valid";"target"
38364;0;0;3.25;3.25;1;1;"valid";"target"
38381;0;0;3.32;3.26;1;1;"valid";"target"
38397;0;0;3.28;3.36;1;1;"valid";"target"
38414;0;0;3.28;3.33;1;1;"valid";"target"
38430;0;0;3.24;3.27;1;1;"valid";"target"
38447;0;0;3.24;3.26;1;1;"valid";"target"
38464;0;0;3.24;3.3;1;1;"valid";"target"
38480;0;0;3.21;3.25;1;1;"valid";"target"
38497;0;0;3.25;3.31;1;1;"valid";"target"
38514;0;0;3.18;3.29;1;1;"valid";"target"
38530;0;0;3.16;3.39;1;1;"valid";"target"
38547;0;0;3.19;3.23;1;1;"valid";"target"
38564;0;0;3.27;3.33;1;1;"valid";"target"
38580;0;0;3.24;3.32;1;1;"valid";"target"
38597;0;0;3.22;3.34;1;1;"valid";"target"
38614;0;0;3.25;3.29;1;1;"valid";"target"
38630;0;0;3.24;3.32;1;1;"valid";"target"
38647;0;0;3.25;3.36;1;1;"valid";"target"
38664;0;0;3.25;3.31;1;1;"valid";"target"
38680;0;0;3.23;3.37;1;1;"valid";"target"
38697;0;0;3.21;3.34;1;1;"valid";"target"
38714;0;0;3.16;3.36;1;1;"valid";"target"
38730;0;0;3.22;3.3;1;1;"valid";"target"
38747;0;0;3.24;3.34;1;1;"valid";"target"
38764;0;0;3.24;3.34;1;1;"valid";"target"
38780;0;0;3.25;3.35;1;1;"valid";"target"
38797;0;0;3.24;3.37;1;1;"valid";"target"
38814;0;0;3.23;3.36;1;1;"valid";"target"
38830;0;0;3.24;3.32;1;1;"valid";"target"
38847;0;0;3.24;3.34;1;1;"valid";"target"
38864;0;0;3.24;3.34;1;1;"valid";"target"
38880;0;0;3.19;3.33;1;1;"valid";"target"
38897;0;0;3.23;3.34;1;1;"valid";"target"
38913;0;0;3.21;3.31;1;1;"valid";"target"
38930;0;0;3.2;3.34;1;1;"valid";"target"
38947;0;0;3.2;3.31;1;1;"valid";"target"
38963;0;0;3.2;3.29;1;1;"valid";"target"
38980;0;0;3.17;3.27;1;1;"valid";"target"
38997;0;0;3.16;3.26;1;1;"valid";"target"
39013;0;0;3.15;3.27;1;1;"valid";"target"
39030;0;0;3.11;3.26;1;1;"valid";"target"
39047;0;0;3.14;3.22;1;1;"valid";"target"
39063;0;0;3.08;3.21;1;1;"valid";"target"
39080;0;0;3.11;3.23;1;1;"valid";"target"
39097;0;0;3.13;3.17;1;1;"valid";"target"
39113;0;0;3.11;3.19;1;1;"valid";"target"
39130;0;0;3.07;3.19;1;1;"valid";"target"
39147;0;0;3.1;3.12;1;1;"valid";"target"
39163;0;0;3.15;3.13;1;1;"valid";"target"
39180;0;0;3.11;3.19;1;1;"valid";"target"
39197;0;0;3.11;3.2;1;1;"valid";"target"
39213;0;0;3.08;3.15;1;1;"valid";"target"
39230;0;0;3.12;3.18;1;1;"valid";"target"
39247;0;0;3.11;3.17;1;1;"valid";"target"
39263;0;0;3.13;3.19;1;1;"valid";"target"
39280;0;0;3.11;3.17;1;1;"valid";"target"
39296;0;0;3.07;3.19;1;1;"valid";"target"
39313;0;0;3.08;3.13;1;1;"valid";"target"
39330;0;0;3.08;3.16;1;1;"valid";"target"
39346;0;0;3.07;3.2;1;1;"valid";"target"
39363;0;0;3.04;3.13;1;1;"valid";"target"
39380;0;0;3.06;3.11;1;1;"valid";"target"
39396;0;0;3.03;3.11;1;1;"valid";"target"
39413;0;0;3.07;3.09;1;1;"valid";"target"
39430;0;0;3.05;3.18;1;1;"valid";"target"
39446;0;0;3.04;3.13;1;1;"valid";"target"
39463;0;0;3.01;3.13;1;1;"valid";"target"
39480;0;0;2.49;2.72;1;1;"valid";"target"
39613;0;0;3.14;3.11;1;1;"valid";"target"
39630;0;0;3.22;2.95;1;1;"valid";"target"
39646;0;0;3.16;3.13;1;1;"valid";"target"
39663;0;0;3.14;3.15;1;1;"valid";"target"
39680;0;0;3.1;3.08;1;1;"valid";"target"
39696;0;0;3.15;3.07;1;1;"valid";"target"
39713;0;0;3.18;3.1;1;1;"valid";"target"
39730;0;0;3.17;3.07;1;1;"valid";"target"
39746;0;0;3.14;3.11;1;1;"valid";"target"
39763;0;0;3.16;3.16;1;1;"valid";"target"
39780;0;0;3.19;3.08;1;1;"valid";"target"
39796;0;0;3.14;3.12;1;1;"valid";"target"
39813;0;0;3.18;3.21;1;1;"valid";"target"
39830;0;0;3.19;3.14;1;1;"valid";"target"
39846;0;0;3.16;3.14;1;1;"valid";"target"
39863;0;0;3.06;3.01;1;1;"valid";"target"
39879;0;0;3.07;2.95;1;1;"valid";"target"
39896;4;4;NA;NA;1;1;"valid";"target"
39913;0;0;3.2;3.12;1;1;"valid";"target"
39929;0;0;3.22;3.18;1;1;"valid";"target"
39946;0;0;3.24;3.18;1;1;"valid";"target"
39963;0;0;3.24;3.22;1;1;"valid";"target"
39979;0;0;3.25;3.22;1;1;"valid";"target"
39996;0;0;3.29;3.19;1;1;"valid";"target"
40013;0;0;3.28;3.29;1;1;"valid";"target"
40029;0;0;3.26;3.23;1;1;"valid";"target"
40046;0;0;3.3;3.33;1;1;"valid";"target"
40063;0;0;3.24;3.31;1;1;"valid";"target"
40079;0;0;3.24;3.3;1;1;"valid";"target"
40096;0;0;3.23;3.3;1;1;"valid";"target"
40113;0;0;3.21;3.34;1;2;"invalid";"baseline"
40129;0;0;3.21;3.35;1;2;"invalid";"baseline"
40146;0;0;3.19;3.33;1;2;"invalid";"baseline"
40163;0;0;3.23;3.38;1;2;"invalid";"baseline"
40179;0;0;3.22;3.34;1;2;"invalid";"baseline"
40196;0;0;3.23;3.29;1;2;"invalid";"baseline"
40213;0;0;3.24;3.27;1;2;"invalid";"baseline"
40229;0;0;3.22;3.38;1;2;"invalid";"baseline"
40246;0;0;3.27;3.41;1;2;"invalid";"baseline"
40263;0;0;3.29;3.43;1;2;"invalid";"baseline"
40279;0;0;3.25;3.37;1;2;"invalid";"baseline"
40296;0;0;3.3;3.41;1;2;"invalid";"baseline"
40313;0;0;3.26;3.33;1;2;"invalid";"baseline"
40329;0;0;3.27;3.36;1;2;"invalid";"baseline"
40346;0;0;3.33;3.39;1;2;"invalid";"baseline"
40363;0;0;3.28;3.41;1;2;"invalid";"baseline"
40379;0;0;3.31;3.41;1;2;"invalid";"baseline"
40396;0;0;3.31;3.41;1;2;"invalid";"baseline"
40412;0;0;3.29;3.29;1;2;"invalid";"baseline"
40429;0;0;3.33;3.33;1;2;"invalid";"baseline"
40446;0;0;3.34;3.32;1;2;"invalid";"baseline"
40462;0;0;3.3;3.3;1;2;"invalid";"baseline"
40479;0;0;3.31;3.37;1;2;"invalid";"baseline"
40496;4;4;NA;NA;1;2;"invalid";"baseline"
40512;0;0;2.84;3.75;1;2;"invalid";"baseline"
40529;4;4;NA;NA;1;2;"invalid";"baseline"
40546;4;4;NA;NA;1;2;"invalid";"baseline"
40562;0;0;3.25;3.36;1;2;"invalid";"baseline"
40579;0;0;3.42;3.5;1;2;"invalid";"baseline"
40596;0;0;3.49;3.53;1;2;"invalid";"baseline"
40612;0;0;3.32;3.4;1;2;"invalid";"baseline"
40629;0;0;3.3;3.33;1;2;"invalid";"baseline"
40646;0;0;3.35;3.31;1;2;"invalid";"baseline"
40662;0;0;3.33;3.36;1;2;"invalid";"baseline"
40679;0;0;3.32;3.34;1;2;"invalid";"baseline"
40696;0;0;3.34;3.28;1;2;"invalid";"baseline"
40712;0;0;3.35;3.33;1;2;"invalid";"baseline"
40729;0;0;3.35;3.32;1;2;"invalid";"baseline"
40746;0;0;3.34;3.36;1;2;"invalid";"baseline"
40762;0;0;3.34;3.36;1;2;"invalid";"baseline"
40779;0;0;3.39;3.35;1;2;"invalid";"baseline"
40796;0;0;3.33;3.35;1;2;"invalid";"baseline"
40812;0;0;3.38;3.36;1;2;"invalid";"baseline"
40829;0;0;3.4;3.36;1;2;"invalid";"baseline"
40845;0;0;3.37;3.38;1;2;"invalid";"baseline"
40862;0;0;3.39;3.39;1;2;"invalid";"baseline"
40879;0;0;3.42;3.41;1;2;"invalid";"baseline"
40895;0;0;3.42;3.41;1;2;"invalid";"baseline"
40912;0;0;3.43;3.4;1;2;"invalid";"baseline"
40929;0;0;3.42;3.41;1;2;"invalid";"baseline"
40945;0;0;3.42;3.39;1;2;"invalid";"baseline"
40962;0;0;3.41;3.43;1;2;"invalid";"baseline"
40979;0;0;3.41;3.44;1;2;"invalid";"baseline"
40995;0;0;3.45;3.44;1;2;"invalid";"baseline"
41012;0;0;3.44;3.46;1;2;"invalid";"baseline"
41029;0;0;3.41;3.39;1;2;"invalid";"baseline"
41045;0;0;3.45;3.4;1;2;"invalid";"baseline"
41062;0;0;3.47;3.39;1;2;"invalid";"baseline"
41079;0;0;3.47;3.42;1;2;"invalid";"baseline"
41095;0;0;3.44;3.42;1;2;"invalid";"baseline"
41112;0;0;3.48;3.4;1;2;"invalid";"baseline"
41129;0;0;3.47;3.46;1;2;"invalid";"baseline"
41145;0;0;3.16;3.26;1;2;"invalid";"baseline"
41345;0;0;3.5;3.54;1;2;"invalid";"baseline"
41362;0;0;3.37;3.45;1;2;"invalid";"baseline"
41378;4;4;NA;NA;1;2;"invalid";"baseline"
41395;0;0;3.49;3.46;1;2;"invalid";"baseline"
41412;0;0;3.49;3.48;1;2;"invalid";"baseline"
41428;0;0;3.48;3.49;1;2;"invalid";"baseline"
41445;0;0;3.52;3.44;1;2;"invalid";"baseline"
41462;0;0;3.45;3.49;1;2;"invalid";"baseline"
41478;0;0;3.47;3.46;1;2;"invalid";"baseline"
41495;0;0;3.5;3.47;1;2;"invalid";"baseline"
41512;0;0;3.47;3.48;1;2;"invalid";"baseline"
41528;0;0;3.46;3.43;1;2;"invalid";"baseline"
41545;0;0;3.5;3.48;1;2;"invalid";"baseline"
41562;0;0;3.5;3.45;1;2;"invalid";"baseline"
41578;0;0;3.47;3.48;1;2;"invalid";"baseline"
41595;0;0;3.47;3.46;1;2;"invalid";"baseline"
41612;0;0;3.51;3.44;1;2;"invalid";"cue"
41628;0;0;3.5;3.48;1;2;"invalid";"cue"
41645;0;0;3.49;3.45;1;2;"invalid";"cue"
41662;0;0;3.55;3.53;1;2;"invalid";"cue"
41678;0;0;3.5;3.48;1;2;"invalid";"cue"
41695;0;0;3.53;3.48;1;2;"invalid";"target"
41712;0;0;3.53;3.48;1;2;"invalid";"target"
41728;0;0;3.51;3.46;1;2;"invalid";"target"
41745;0;0;3.53;3.48;1;2;"invalid";"target"
41762;0;0;3.5;3.45;1;2;"invalid";"target"
41778;0;0;3.55;3.48;1;2;"invalid";"target"
41795;0;0;3.51;3.53;1;2;"invalid";"target"
41811;0;0;3.51;3.45;1;2;"invalid";"target"
41828;0;0;3.47;3.51;1;2;"invalid";"target"
41845;0;0;3.51;3.56;1;2;"invalid";"target"
41861;0;0;3.52;3.51;1;2;"invalid";"target"
41878;0;0;3.48;3.5;1;2;"invalid";"target"
41895;0;0;3.52;3.5;1;2;"invalid";"target"
41911;0;0;3.5;3.52;1;2;"invalid";"target"
41928;0;0;3.49;3.49;1;2;"invalid";"target"
41945;0;0;3.49;3.44;1;2;"invalid";"target"
41961;0;0;3.51;3.45;1;2;"invalid";"target"
41978;0;0;3.47;3.46;1;2;"invalid";"target"
41995;0;0;3.45;3.4;1;2;"invalid";"target"
42011;0;0;3.43;3.44;1;2;"invalid";"target"
42028;0;0;3.38;3.38;1;2;"invalid";"target"
42045;0;0;3.37;3.34;1;2;"invalid";"target"
42061;0;0;3.34;3.28;1;2;"invalid";"target"
42078;0;0;3.36;3.33;1;2;"invalid";"target"
42095;0;0;3.28;3.25;1;2;"invalid";"target"
42111;0;0;3.34;3.25;1;2;"invalid";"target"
42128;0;0;3.29;3.23;1;2;"invalid";"target"
42145;0;0;3.26;3.25;1;2;"invalid";"target"
42161;0;0;3.22;3.2;1;2;"invalid";"target"
42178;0;0;3.22;3.24;1;2;"invalid";"target"
42195;0;0;3.19;3.22;1;2;"invalid";"target"
42211;0;0;3.23;3.23;1;2;"invalid";"target"
42228;0;0;3.2;3.2;1;2;"invalid";"target"
42245;0;0;3.23;3.22;1;2;"invalid";"target"
42261;0;0;3.18;3.16;1;2;"invalid";"target"
42278;0;0;3.18;3.24;1;2;"invalid";"target"
42295;0;0;3.2;3.16;1;2;"invalid";"target"
42311;0;0;3.2;3.2;1;2;"invalid";"target"
42328;0;0;3.19;3.23;1;2;"invalid";"target"
42344;0;0;3.19;3.19;1;2;"invalid";"target"
42361;0;0;3.22;3.2;1;2;"invalid";"target"
42378;0;0;3.2;3.25;1;2;"invalid";"target"
42394;0;0;3.2;3.25;1;2;"invalid";"target"
42411;0;0;3.24;3.25;1;2;"invalid";"target"
42428;0;0;3.22;3.24;1;2;"invalid";"target"
42444;0;0;3.14;3.32;1;2;"invalid";"target"
42461;0;0;3.24;3.28;1;2;"invalid";"target"
42478;0;0;3.15;3.24;1;2;"invalid";"target"
42494;0;0;3.15;3.26;1;2;"invalid";"target"
42511;0;0;3.2;3.29;1;2;"invalid";"target"
42528;0;0;3.17;3.29;1;2;"invalid";"target"
42544;0;0;3.1;3.3;1;2;"invalid";"target"
42561;0;0;3.2;3.36;1;2;"invalid";"target"
42578;0;0;3.23;3.26;1;2;"invalid";"target"
42594;0;0;3.21;3.28;1;2;"invalid";"target"
42611;0;0;3.21;3.36;1;2;"invalid";"target"
42628;0;0;3.25;3.31;1;2;"invalid";"target"
42644;0;0;3.2;3.39;1;2;"invalid";"target"
42661;0;0;3.25;3.36;1;2;"invalid";"target"
42677;0;0;3.28;3.34;1;2;"invalid";"target"
42694;0;0;3.29;3.38;1;2;"invalid";"target"
42711;0;0;3.27;3.34;1;2;"invalid";"target"
42727;0;0;3.27;3.4;1;2;"invalid";"target"
42744;0;0;3.27;3.35;1;2;"invalid";"target"
42761;0;0;3.33;3.4;1;2;"invalid";"target"
42777;0;0;3.33;3.38;1;2;"invalid";"target"
42794;0;0;3.38;3.4;1;2;"invalid";"target"
42811;0;0;3.35;3.37;1;2;"invalid";"target"
42827;0;0;3.3;3.38;1;2;"invalid";"target"
42844;0;0;3.34;3.4;1;2;"invalid";"target"
42861;0;0;3.32;3.4;1;2;"invalid";"target"
42877;0;0;3.33;3.46;1;2;"invalid";"target"
42894;0;0;3.34;3.39;1;2;"invalid";"target"
42911;0;0;3.33;3.41;1;2;"invalid";"target"
42927;0;0;3.3;3.41;1;2;"invalid";"target"
42944;0;0;3.32;3.41;1;2;"invalid";"target"
42961;0;0;3.33;3.41;1;2;"invalid";"target"
42977;0;0;3.34;3.41;1;2;"invalid";"target"
42994;0;0;3.31;3.4;1;2;"invalid";"target"
43011;0;0;3.29;3.4;1;2;"invalid";"target"
43027;0;0;3.33;3.36;1;2;"invalid";"target"
43044;0;0;3.31;3.36;1;2;"invalid";"target"
43061;0;0;3.31;3.36;1;2;"invalid";"target"
43077;0;0;3.32;3.38;1;2;"invalid";"target"
43094;0;0;3.31;3.45;1;2;"invalid";"target"
43111;0;0;3.31;3.41;1;2;"invalid";"target"
43127;0;0;3.35;3.35;1;2;"invalid";"target"
43144;0;0;3.31;3.37;1;2;"invalid";"target"
43161;0;0;3.32;3.39;1;2;"invalid";"target"
43177;0;0;3.29;3.43;1;2;"invalid";"target"
43194;0;0;3.29;3.29;1;2;"invalid";"target"
43210;0;0;3.28;3.35;1;2;"invalid";"target"
43227;0;0;3.3;3.37;1;2;"invalid";"target"
43244;0;0;3.3;3.35;1;2;"invalid";"target"
43260;0;0;3.3;3.33;1;2;"invalid";"target"
43277;0;0;3.28;3.3;1;2;"invalid";"target"
43294;0;0;3.29;3.31;1;2;"invalid";"target"
43310;0;0;3.28;3.31;1;2;"invalid";"target"
43327;0;0;2.88;3.19;1;2;"invalid";"target"
43427;0;0;3.23;3.33;1;2;"invalid";"target"
43444;0;0;3.29;3.37;1;2;"invalid";"target"
43460;0;0;3.27;3.28;1;2;"invalid";"target"
43477;0;0;3.23;3.33;1;2;"invalid";"target"
43494;0;0;3.26;3.34;1;2;"invalid";"target"
43510;0;0;3.25;3.39;1;2;"invalid";"target"
43527;0;0;3.31;3.35;1;2;"invalid";"target"
43544;0;0;3.3;3.32;1;2;"invalid";"target"
43560;0;0;3.25;3.35;1;2;"invalid";"target"
43577;0;0;3.25;3.34;1;2;"invalid";"target"
43594;0;0;3.27;3.32;1;2;"invalid";"target"
43610;0;0;3.26;3.33;1;2;"invalid";"target"
43627;0;0;3.27;3.35;1;2;"invalid";"target"
43644;0;0;3.26;3.32;1;2;"invalid";"target"
43660;0;0;3.25;3.34;1;2;"invalid";"target"
43677;0;0;3.3;3.35;1;2;"invalid";"target"
43694;0;0;3.25;3.37;1;2;"invalid";"target"
43710;0;0;3.26;3.3;1;3;"valid";"baseline"
43727;0;0;3.27;3.33;1;3;"valid";"baseline"
43743;0;0;3.28;3.27;1;3;"valid";"baseline"
43760;0;0;3.32;3.32;1;3;"valid";"baseline"
43777;0;0;3.26;3.33;1;3;"valid";"baseline"
43793;0;0;3.25;3.33;1;3;"valid";"baseline"
43810;0;0;3.26;3.32;1;3;"valid";"baseline"
43827;0;0;3.23;3.36;1;3;"valid";"baseline"
43843;0;0;3.23;3.29;1;3;"valid";"baseline"
43860;0;0;3.24;3.29;1;3;"valid";"baseline"
43877;0;0;3.23;3.31;1;3;"valid";"baseline"
43893;0;0;3.26;3.28;1;3;"valid";"baseline"
43910;0;0;3.23;3.33;1;3;"valid";"baseline"
43927;0;0;3.24;3.27;1;3;"valid";"baseline"
43943;0;0;3.27;3.33;1;3;"valid";"baseline"
43960;0;0;3.25;3.3;1;3;"valid";"baseline"
43977;0;0;3.24;3.33;1;3;"valid";"baseline"
43993;0;0;3.29;3.31;1;3;"valid";"baseline"
44010;0;0;3.29;3.29;1;3;"valid";"baseline"
44027;0;0;3.28;3.29;1;3;"valid";"baseline"
44043;0;0;3.23;3.31;1;3;"valid";"baseline"
44060;0;0;3.24;3.31;1;3;"valid";"baseline"
44077;0;0;3.22;3.34;1;3;"valid";"baseline"
44093;0;0;3.27;3.29;1;3;"valid";"baseline"
44110;0;0;3.28;3.28;1;3;"valid";"baseline"
44127;0;0;3.35;3.27;1;3;"valid";"baseline"
44143;0;0;3.35;3.26;1;3;"valid";"baseline"
44160;0;0;3.34;3.26;1;3;"valid";"baseline"
44177;0;0;3.33;3.26;1;3;"valid";"baseline"
44193;0;0;3.29;3.26;1;3;"valid";"baseline"
44210;0;0;3.31;3.29;1;3;"valid";"baseline"
44227;0;0;3.33;3.26;1;3;"valid";"baseline"
44243;0;0;3.31;3.32;1;3;"valid";"baseline"
44260;0;0;3.33;3.34;1;3;"valid";"baseline"
44276;0;0;3.27;3.24;1;3;"valid";"baseline"
44293;0;0;3.31;3.2;1;3;"valid";"baseline"
44310;4;4;NA;NA;1;3;"valid";"baseline"
44326;0;0;3.38;3.33;1;3;"valid";"baseline"
44343;0;0;3.3;3.3;1;3;"valid";"baseline"
44360;0;0;3.39;3.33;1;3;"valid";"baseline"
44376;0;0;3.36;3.26;1;3;"valid";"baseline"
44393;0;0;3.34;3.3;1;3;"valid";"baseline"
44410;0;0;3.07;3.06;1;3;"valid";"baseline"
44426;0;0;3.21;3.22;1;3;"valid";"baseline"
44443;0;0;3.34;3.29;1;3;"valid";"baseline"
44460;0;0;3.42;3.4;1;3;"valid";"baseline"
44476;0;0;3.36;3.24;1;3;"valid";"baseline"
44493;0;0;3.38;3.31;1;3;"valid";"baseline"
44510;0;0;3.37;3.29;1;3;"valid";"baseline"
44526;0;0;3.37;3.26;1;3;"valid";"baseline"
44543;0;0;3.41;3.3;1;3;"valid";"baseline"
44560;0;0;3.37;3.3;1;3;"valid";"baseline"
44576;0;0;3.37;3.23;1;3;"valid";"baseline"
44593;0;0;3.36;3.36;1;3;"valid";"baseline"
44610;0;0;3.37;3.32;1;3;"valid";"baseline"
44626;0;0;3.39;3.25;1;3;"valid";"baseline"
44643;0;0;3.37;3.28;1;3;"valid";"baseline"
44660;0;0;3.4;3.22;1;3;"valid";"baseline"
44676;0;0;3.38;3.27;1;3;"valid";"baseline"
44693;0;0;3.43;3.29;1;3;"valid";"baseline"
44710;0;0;3.41;3.35;1;3;"valid";"baseline"
44726;0;0;3.39;3.31;1;3;"valid";"baseline"
44743;0;0;3.39;3.32;1;3;"valid";"baseline"
44760;0;0;3.34;3.32;1;3;"valid";"baseline"
44776;0;0;3.4;3.31;1;3;"valid";"baseline"
44793;0;0;3.36;3.3;1;3;"valid";"baseline"
44809;0;0;3.43;3.35;1;3;"valid";"baseline"
44826;0;0;3.41;3.37;1;3;"valid";"baseline"
44843;0;0;3.41;3.35;1;3;"valid";"baseline"
44859;0;0;3.41;3.32;1;3;"valid";"baseline"
44876;0;0;3.42;3.36;1;3;"valid";"baseline"
44893;0;0;3.43;3.4;1;3;"valid";"baseline"
44909;0;0;3.42;3.37;1;3;"valid";"baseline"
44926;0;0;3.45;3.36;1;3;"valid";"baseline"
44943;0;0;3.44;3.39;1;3;"valid";"baseline"
44959;0;0;3.45;3.43;1;3;"valid";"baseline"
44976;0;0;3.47;3.37;1;3;"valid";"baseline"
44993;0;0;3.45;3.39;1;3;"valid";"baseline"
45009;0;0;3.45;3.32;1;3;"valid";"baseline"
45026;0;0;3.47;3.39;1;3;"valid";"baseline"
45043;0;0;3.47;3.41;1;3;"valid";"baseline"
